Tube,Mouse,Slice,Punch,photos,notes,Date,ready.time,start.time,end.time,Slice.collector,Punch.Collector,SliceSize,Punchsize,punch.location,RNAisolationdate,RNAisolator,slice.location,best location,jobnumber,RNAseqID,Mouse-short,Random,storagebox,year,Purpose,region
CEE,16-120B,,,,,7/19/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEF,16-120B,,,,,7/19/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEG,16-120B,,,,,7/19/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEH,16-120B,,,,,7/19/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEI,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CEJ,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CEK,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CEL,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CEM,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEN,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEO,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEP,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEQ,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CER,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CES,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CET,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEU,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEV,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEW,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEX,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEY,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CEZ,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFA,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFB,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFC,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFD,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFE,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFF,16-120C,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFG,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CFH,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CFI,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CFJ,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CFK,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFL,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFM,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFN,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFO,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFP,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFQ,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFR,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFS,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFT,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFU,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFV,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFW,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFX,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFY,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CFZ,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGA,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGB,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGC,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGD,16-120D,,,,,7/20/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGE,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CGF,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CGG,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CGH,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CGI,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGJ,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGK,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGL,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGM,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGN,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGO,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGP,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGQ,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGR,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGS,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGT,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGU,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGV,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGW,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGX,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGY,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CGZ,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHA,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHB,16-125A,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHC,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CHD,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CHE,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CHF,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CHG,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHH,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHI,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHJ,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHK,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHL,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHM,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHN,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHO,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHP,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHQ,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHR,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHS,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHT,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHU,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHV,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHW,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHX,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHY,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CHZ,16-125B,,,,,7/22/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIA,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CIB,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CIC,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CID,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CIE,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIF,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIG,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIH,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CII,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIJ,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIK,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIL,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIM,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIN,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIO,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIP,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIQ,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIR,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIS,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIT,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIU,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIV,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIW,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIX,16-125C,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CIY,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CIZ,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CJA,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CJB,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CJC,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJD,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJE,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJF,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJG,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJH,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJI,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJJ,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJK,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJL,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJM,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJN,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJO,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJP,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJQ,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJR,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJS,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJT,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJU,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJV,16-125D,,,,,7/23/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CJW,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CJX,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CJY,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CJZ,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CKA,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKB,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKC,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKD,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKE,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKF,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKG,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKH,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKI,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKJ,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKK,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKL,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKM,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKN,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKO,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKP,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKQ,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKR,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKS,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKT,16-121A,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKU,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CKV,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CKW,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CKX,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CKY,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CKZ,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLA,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLB,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLC,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLD,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLE,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLF,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLG,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLH,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLI,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLJ,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLK,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLL,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLM,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLN,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLO,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLP,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLQ,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLR,16-121B,,,,,7/27/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLS,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CLT,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CLU,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CLV,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CLW,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLX,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLY,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CLZ,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMA,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMB,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMC,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMD,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CME,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMF,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMG,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMH,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMI,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMJ,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMK,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CML,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMM,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMN,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMO,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMP,16-121C,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
CMQ,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
CMR,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
EAA,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
EAB,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
EAC,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAD,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAE,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAF,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAG,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAH,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAI,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAJ,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAK,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAL,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAM,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAN,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAO,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAP,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAQ,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAR,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAS,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAT,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAU,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAV,16-121D,,,,,7/28/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,Collaboratorium,
EAW,16-123A,,,,,7/2/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
EAX,16-123A,,,,,7/2/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
EAY,16-123A,5,CA1,yes,,7/2/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
EAZ,16-123A,5,CA1,yes,,7/2/16,,,,MK,RMH,300,250,,,,,,,,,,,2016,students,
EBA,16-123A,5,CA2,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EBB,16-123A,5,CA3,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EBC,16-123A,5,CA3,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EBD,16-123A,5,CA,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EBE,16-123A,5,DG,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EBF,16-123A,5,mossy right,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
