Tube,Mouse,Slice,Punch,photos,notes,Date,ready.time,start.time,end.time,Slice.collector,Punch.Collector,SliceSize,Punchsize,punch.location,RNAisolationdate,RNAisolator,slice.location,best location,jobnumber,RNAseqID,Mouse-short,Random,storagebox,year,Purpose,region
EBG,16-123A,5,mossy middle,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EBH,16-123A,5,mossy left,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
EBJ,16-123A,5,1,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
EBK,16-123A,5,2,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
EBL,16-123A,5,3,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBM,16-123A,5,4,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBN,16-123A,5,5,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBO,16-123A,5,6,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBP,16-123A,5,7,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBQ,16-123A,5,8,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBR,16-123A,5,9,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBS,16-123A,5,10,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBT,16-123A,5,11,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBU,16-123A,5,12,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBV,16-123A,5,13,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBW,16-123A,5,14,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBX,16-123A,5,15,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBY,16-123A,5,16,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EBZ,16-123A,5,17,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECB,16-123A,5,18,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECC,16-123A,5,19,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECD,16-123A,5,20,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECE,16-123A,5,21,yes,,7/2/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECF,16-123C,5,22,yes,,7/3/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECG,16-123C,5,slice,yes,,7/3/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECH,16-123C,5,mossy right,yes,,7/3/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECI,16-123C,5,mossy middle left,yes,,7/3/16,12:15,13:09,13:30,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,slice
ECJ,16-123C,5,mossy middle right,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
ECK,16-123C,5,mossy left,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
ECL,16-123C,5,DG,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
ECM,16-123C,5,CA1,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
ECN,16-123C,5,CA2,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
ECO2,16-123C,5,18,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
ECP,16-123C,5,19,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
ECQ,16-123C,5,20,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECR,16-123D,5,22,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECS,16-123D,5,17,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECT,16-123D,5,DG,yes,,7/3/16,11:00,12:40,12:50,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECU,16-123D,5,CA1,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
ECV,16-123D,5,CA3,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
ECW,16-123D,5,CA2,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
ECX,16-123D,5,CA,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
ECY,16-123D,5,mossy right,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
ECZ,16-123D,5,mossy left,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EDA,16-123D,5,1,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
EDB,16-123D,5,2,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,mossycells
EDC,16-123D,5,18,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EDD,16-123D,5,19,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EDE,16-123D,5,20,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
EFH,16-123D,5,21,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
EFI,16-123D,5,22,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
EFJ,16-123D,5,17,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
EFK,16-123D,5,3,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
EFL,16-123D,5,10,yes,,7/3/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,inside
EFM,16-117A,5,9,yes,,7/4/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EFN,16-117A,5,slice,yes,,7/4/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EFO,16-117A,5,CA1,yes,,7/4/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,outside
EFQ,16-117A,5,CA3,yes,,7/4/16,23:00,23:30,23:45,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,slice
EFR,16-117A,5,DG,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EFS,16-117A,5,CA4,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 1,2016,students,hippocampus
EFT,16-117A,5,mossy right,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,hippocampus
EFU,16-117A,5,mossy left,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,hippocampus
EFV,16-117A,5,18,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,mossycells
EFW,16-117A,5,20,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,mossycells
EFX,16-117A,5,21,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,inside
EFY,16-117A,5,22,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,inside
EGA,16-117A,5,17,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,inside
EFZ,16-117A,5,16,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,inside
EGB,16-117A,5,15,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,inside
EGC,16-117A,5,1,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,inside
EGD,16-117A,5,2,yes,,7/4/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,inside
EGE,16-246B,5,3,yes,,7/6/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,outside
EGF,16-246B,5,slice,yes,,7/6/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,outside
EGH,16-246B,1,CA1,9.7x,,7/6/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,outside
EGI,16-246B,2,CA1,9.7x,,7/6/16,11:00,13:21,13:32,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,slice
EGJ,16-246B,3,CA1,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGK,16-246B,1,DG,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGL,16-246B,2,DG,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGM,16-246B,3,DG,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGN,16-246B,1,CA3,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGO,16-246B,2,CA3,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGP,16-246B,1,CA4,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGQ,16-246B,2,CA4,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGR,16-246B,3,CA4,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGS,16-246B,1,CA2,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGT,16-246B,2,CA2,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGU,16-246B,3,CA2,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGV,16-246B,1,slice,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGW,16-246B,2,slice,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EGX,16-246C,3,slice,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
EGY,16-246C,3,CA3,9.7x,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
EGZ,16-246C,1,CA1,yes,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
EHA,16-246C,2,CA1,yes,,7/6/16,13:45,14:20,15:02,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHB,16-246C,3,CA1,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHC,16-246C,1,DG,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHD,16-246C,2,DG,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHE,16-246C,3,DG,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHF,16-246C,1,CA3,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHG,16-246C,2,CA3,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHH,16-246C,3,CA3,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHI,16-246C,1,CA2,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHJ,16-246C,2,CA2,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHK,16-246C,3,CA2,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHL,16-246C,1,CA4,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHM,16-246C,2,CA4,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHO,16-246C,3,CA4,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHP,16-246C,1,slice,yes,,7/6/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHQ,16-256,2,slice,yes,,7/7/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHR,16-256,3,slice,yes,,7/7/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHS,16-256,1,CA1,9.5x,,7/7/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHT,16-256,2,CA1,9.5x,,7/7/16,17:50,18:00,18:17,JMA,RMH,300,250,,,,,,,,,,,2016,students,
EHU,16-256,3,CA1,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
EHV,16-256,4,CA1,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EHW,16-256,1,DG,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 2,2016,students,
EHX,16-256,2,DG,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EHY,16-256,3,DG,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EHZ,16-256,4,DG,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIA,16-256,1,CA3,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIB,16-256,2,CA3,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIC,16-256,3,CA3,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EID,16-256,4,CA3,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIE,16-256,1,CA2,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIF,16-256,2,CA2,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIG,16-256,3,CA2,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIH,16-256,4,CA2,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EII,16-256,1,CA4,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIJ,16-256,2,CA4,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIK,16-256,3,CA4,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIL,16-256,4,CA4,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIM,16-256,4,slice,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIN,16-256,3,slice,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIO,16-259D,2,slice,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIP,16-259D,1,slice,9.5x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIR,16-259D,1,CA3,9.6x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIS,16-259D,2,CA3,9.6x,,7/7/16,14:00,14:45,15:06,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIT,16-259D,3,CA3,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIU,16-259D,4,CA3,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIV,16-259D,1,DG,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIW,16-259D,2,CA1,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIX,16-259D,3,CA1,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIY,16-259D,4,CA1,9.6x,"took 2nd punch, lost 1st",7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EIZ,16-259D,1,CA1,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJA,16-259D,2,DG,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJB,16-259D,3,DG,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJC,16-259D,4,DG,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJD,16-259D,1,CA2,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJE,16-259D,2,CA2,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJF,16-259D,3,CA2,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJH,16-259D,4,CA2,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJI,16-259D,1,CA4,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJJ,16-259D,2,CA4,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJK,16-259D,3,CA4,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJL,16-259D,4,CA4,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJM,16-259D,1,slice,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJN,16-259D,2,slice,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJO,16-259,3,slice,9.6x,,7/7/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EJP,16-259,4,slice,9.6x,,7/8/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EJQ,16-259,1,CA1,double punch,,7/8/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EJR,16-259,2,CA1,yes,,7/8/16,19:15,19:42,20:02,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EJS,16-259,3,CA1,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJT,16-259,4,CA1,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJU,16-259,5,CA1,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJV,16-259,1,CA3,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJW,16-259,2,CA3,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJX,16-259,3,CA3,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJY,16-259,4,CA3,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EJZ,16-259,5,CA3,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKA,16-259,1,DG,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKB,16-259,2,DG,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKC,16-259,3,DG,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKD,16-259,4,DG,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKE,16-259,5,DG,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKF,16-259,2,CA4,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKG,16-259,3,CA4,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKH,16-259,4,CA4,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKI,16-259,5,CA4,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKJ,16-259,1,CA2,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKK,16-259,2,CA2,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKL,16-259,3,CA2,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKM,16-259,4,CA2,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKN,16-259,5,CA2,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKO,16-259,1,slice,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKP,16-259,2,slice,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKQ,16-259,3,slice,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EKR,16-259A,4,slice,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EKS,16-259A,5,slice,yes,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EKT,16-259A,1,CA1,9.6x,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EKU,16-259A,2,CA1,9.6x,,7/8/16,14:00,14:25,14:47,JMA,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
EKV,16-259A,3,CA1,9.6x,,7/8/16,19:30,19:46,20:00,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKV2,16-259A,4,CA3,9.6x,"took 2nd punch, lost 1st",7/8/16,19:30,19:46,20:00,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKW,16-259A,1,CA3,9.6x,,7/8/16,19:30,19:46,20:00,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
EKX,16-259A,2,CA3,9.6x,,7/8/16,19:30,19:46,20:00,JMA,RMH,300,250,,,,,,,,,,Student Punches 3,2016,students,
