ID,Year,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,genoYear,APA,genoAPA,TrainSessionCombo,genoAPATrainSessionCombo,genoAPATrainSessionComboInd,pair1,pair2,TotalPathArena.m,SpeedArena.cm.s,SdevSpeedArena.,Linearity.Arena.,NumEntrances,Time1stEntr,Path1stEntr,Speed1stEntr.cm.s.,Dist1stEntr.m.,NumShock,MaxTimeAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50.RngLoBin,Min50.RngHiBin,PolarMaxVal,PolarMaxBin,Max50.RngLoBin,Max50.RngHiBin,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis,Speed1,Speed2,EntrShockDiff
16-116D,2016,FMR1KO,3-day,train-conflict,yoked,1,T1,On,16-116C,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_conflict,FMR1KO_yoked_conflict,T1,FMR1KO_yoked_conflict_T1,_16-116D,16-116D_,16-116C_,15.06,2.51,2.87,0.3654,22,7.27,0.15,5.33,1.27,68,171,42.83,1.51,4.65,129.501,0.3472,0.3392,0.1994,0.1143,0.27,55.92,158.54,83.93,0.0058,240,90,330,0.0469,40,0,150,1.00E-04,16.9,0.3875,14.5,13.87,14.77,2.27,10.49,0.020632737,0.035255662,46
bl7,2013,WT,2-day,train,trained,1,Hab,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,Hab,WT_trained_Hab,_bl7,bl7_,NA_,26.22,4.37,3.54,0.5057,23,3.1,0.31,14.55,0.86,57,70,38.67,2.27,7.73,113.398,0.2795,0.2857,0.1852,0.2495,0.12,341.01,164.97,104.2,0.0157,180,40,260,0.0555,320,230,40,0.0271,19.4,0.271,16.6,14.08,24.94,1.31,4.06,0.1,0.058701836,34
bl8,2013,WT,2-day,train,untrained,1,T2,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T2,WT_untrained_T2,_bl8,bl8_,NA_,10.15,1.69,1.85,0.2745,23,7.13,0.13,2.04,1.61,95,97,28.27,0.7,12.52,189.464,0.4769,0.2218,0.1349,0.1664,0.36,14.58,150.85,88.15,0.0074,130,60,340,0.0765,30,330,80,0.0057,3.5,0.3135,15,16.18,11.52,2.04,11.03,0.018232819,0.024761231,72
bl9,2013,WT,2-day,train,trained,1,Hab,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,Hab,WT_trained_Hab,_bl9,bl9_,NA_,26.94,4.49,3.7,0.538,23,25.13,1.63,11.76,0.8,41,62,45.7,2.7,7.96,73.667,0.1882,0.2644,0.2319,0.3155,0.14,221.04,199.79,106.74,0.0145,150,0,220,0.0578,240,180,350,0.0062,18,0.2861,15,12.98,21.47,1.3,4.15,0.064862714,0.059080963,18
fv5,2013,FMR1KO,2-day,train,untrained,1,T3,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,T3,FMR1KO_untrained_T3,_fv5,fv5_,NA_,19.69,3.28,2.92,0.3884,23,10.48,0.25,1.93,1.09,58,60,1.77,9.55,101.025,0.2515,0.1126,0.2398,0.3962,0.27,272.26,177.12,120.05,0.0078,90,340,230,0.0599,280,220,0,0.0042,18.5,0.2308,8.7,11.11,23.42,0.49,2.58,NA,0.023854962,5.395480226,35
15141C,2015,WT,3-day,train-train,trained,1,Hab,Off,15141D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,Hab,WT_trained_trained_Hab,_15141C,15141C_,15141D_,26.98,4.5,3.96,0.4678,23,14.3,0.84,17.47,0.81,44,90,25.57,1.58,17.5,83.731,0.2069,0.3228,0.1702,0.3001,0.05,11.68,175.07,104.81,0.0136,180,50,250,0.0456,250,210,40,0.0024,18,0.327,13.2,12.88,19.02,1.45,5.19,0.058741259,0.061791162,21
15144A,2015,WT,3-day,train-conflict,trained,2,C1,On,15144B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T4_C1,WT_trained_conflict_T4_C1,_15144A,15144A_,15144B_,12.58,2.1,2.52,0.2998,23,7.73,0.22,26.53,1.22,26,87,12.63,0.55,1.96,27.469,0.0575,0.2195,0.3776,0.3455,0.17,153.4,175.01,108.26,0.002,10,160,30,0.0572,40,20,180,0.003,11.1,0.5617,16.6,16.07,14.31,4.05,22.95,0.028460543,0.04354711,3
15148C,2015,WT,3-day,train-conflict,trained,2,C3,On,15148D,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T6_C3,WT_trained_conflict_T6_C3,_15148C,15148C_,15148D_,12.66,2.11,2.96,0.2755,23,21.8,0.41,1.54,1.31,23,91,25.57,0.5,1.68,15.599,0.0358,0.8266,0.1302,0.0074,0.85,78.34,220.79,128.27,1.00E-04,0,90,60,0.129,60,40,100,0.0016,11.1,0.5362,16.6,16.24,8.51,3.45,27.04,0.018807339,0.019554165,0
15140B,2015,WT,3-day,train-conflict,yoked,1,T3,On,15140A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T3,WT_yoked_conflict_T3,_15140B,15140B_,15140A_,16.47,2.75,2.87,0.3757,23,22.93,0.63,2.24,1.12,71,56,41.63,1.49,3.93,127.233,0.3168,0.2988,0.1796,0.2048,0.2,38.59,162.22,93.29,0.0102,200,110,350,0.0511,50,340,130,0.0219,3.5,0.3241,16.6,14.77,15.49,1.79,7.61,0.027474924,0.035791497,48
15140B,2015,WT,3-day,train-conflict,yoked,2,C1,On,15140A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T4_C1,WT_yoked_conflict_T4_C1,_15140B,15140B_,15140A_,12.6,2.1,2.82,0.2826,23,21.83,0.4,1.61,1.37,87,87,73.3,2.19,1.61,164.066,0.429,0.3221,0.1077,0.1411,0.39,46.81,144.92,73.9,4.00E-04,220,140,30,0.0559,50,320,90,0.0064,3.5,0.4447,15,15.43,12.14,2.28,11.91,0.018323408,0.029877217,64
15143B,2015,WT,3-day,train-conflict,yoked,3,Retention,Off,15143A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,Retention,WT_yoked_conflict_Retention,_15143B,15143B_,15143A_,14.42,2.4,2.38,0.3698,23,94.93,2.33,9.06,1.3,77,94,113.77,2.86,20.73,153.8,0.3177,0.1513,0.1644,0.3666,0.26,330.88,208.36,88.24,0.0102,170,30,280,0.0553,30,270,50,0.0435,3.5,0.2367,13.2,14.01,20.92,1.26,4.68,0.024544401,0.025138437,54
15145B,2015,WT,3-day,train-conflict,yoked,1,T1,On,15145A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T1,WT_yoked_conflict_T1,_15145B,15145B_,15145A_,21.69,3.62,3.16,0.4649,23,6.43,0.28,9.87,1.02,55,114,11.27,0.49,2.47,102.293,0.2585,0.3466,0.228,0.167,0.15,75.25,179.44,93.68,0.0104,280,150,20,0.0481,100,350,150,0.0884,18,0.2459,15,13.08,24.04,0.95,3.24,0.043545879,0.043478261,32
15148B,2015,WT,3-day,train-conflict,yoked,1,T2,On,15148A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T2,WT_yoked_conflict_T2,_15148B,15148B_,15148A_,14.8,2.47,2.28,0.3844,23,50.57,1.26,9.58,1.29,61,50,84.9,2.24,2.39,118.57,0.294,0.3051,0.2268,0.1741,0.13,62.72,169.42,94.74,0.0148,270,140,10,0.0463,10,290,100,0.0059,19.4,0.1979,13.2,12.09,27.23,0.64,2.74,0.024915958,0.026383981,38
16-122D,2016,WT,3-day,train-conflict,yoked,3,Retention,Off,16-122C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,Retention,WT_yoked_conflict_Retention,_16-122D,16-122D_,16-122C_,20.71,3.45,3.08,0.4633,23,26.53,1.06,7.44,0.98,43,60,87.3,3.02,8.17,81.301,0.2032,0.2786,0.2542,0.264,0.05,240.39,177.38,106.94,0.0162,10,240,80,0.0394,80,50,240,0.0664,7.5,0.2514,13.1,11.92,23.45,1.28,4.2,0.039954768,0.034593356,20
16-118D,2016,FMR1KO,3-day,train-conflict,yoked,3,Retention,Off,16-118C,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_conflict,FMR1KO_yoked_conflict,Retention,FMR1KO_yoked_conflict_Retention,_16-118D,16-118D_,16-118C_,16.87,2.81,2.47,0.4521,23,11.43,0.15,1.86,1.24,57,53,40.93,0.51,1.53,111.666,0.2316,0.247,0.265,0.2563,0.11,33.44,195.5,105.37,0.0143,130,70,290,0.0479,70,280,90,0.0025,15.8,0.2315,11.5,9.67,26.65,0.65,2.17,0.01312336,0.012460298,34
16-120D,2016,FMR1KO,3-day,train-conflict,yoked,2,C1,On,16-120C,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_conflict,FMR1KO_yoked_conflict,T4_C1,FMR1KO_yoked_conflict_T4_C1,_16-120D,16-120D_,16-120C_,13.93,2.32,3.44,0.2507,23,2.97,0.12,25.96,1.11,63,97,9.07,1.04,17.97,113.865,0.233,0.1426,0.3192,0.3052,0.07,273.2,182.78,97.47,0.0155,90,340,190,0.0409,240,140,320,5.00E-04,16.9,0.3711,14.5,14.4,9.74,2.61,18.06,0.04040404,0.114663727,40
bl4,2013,WT,2-day,train,untrained,1,Hab,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,Hab,WT_untrained_Hab,_bl4,bl4_,NA_,26.67,4.44,3.53,0.5357,24,1.23,0.06,5.11,0.87,47,61,7.07,0.36,7.85,85.529,0.214,0.2837,0.2865,0.2158,0.1,168.9,190.02,101.43,0.0175,40,220,90,0.0446,210,150,340,3.00E-04,19.4,0.2751,13.2,13.57,19.95,1.35,5.49,0.048780488,0.050919378,23
bl4,2013,WT,2-day,train,untrained,2,Retest,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,Retest,WT_untrained_Retest,_bl4,bl4_,NA_,22.35,3.73,3.15,0.4809,24,4.73,0.32,11.86,1,61,84,18.53,1.24,4.68,110.564,0.2667,0.2303,0.1691,0.334,0.15,313.94,167.14,110.06,0.0124,180,0,240,0.0421,280,220,10,0.0028,19.4,0.2032,11.1,13.38,21.86,0.89,3.58,0.067653277,0.066918511,37
bl10,2013,WT,2-day,train,untrained,2,Retest,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,Retest,WT_untrained_Retest,_bl10,bl10_,NA_,21.95,3.66,3.34,0.445,24,0.9,NA,NA,1.05,60,69,4.8,0.1,2.04,116.438,0.2886,0.1532,0.2438,0.3144,0.13,295.67,171.82,110.47,0.0141,90,30,260,0.0446,300,240,40,0.0019,19.4,0.3152,13.2,14.67,15.03,1.55,7.94,NA,0.020833333,36
fv1,2013,FMR1KO,2-day,train,untrained,1,T1,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,T1,FMR1KO_untrained_T1,_fv1,fv1_,NA_,24.72,4.12,3.39,0.4146,24,14.48,0.56,4.69,0.98,55,57,2.35,7.16,102.357,0.2638,0.2183,0.3497,0.1681,0.08,141.84,183.51,98.28,0.0112,270,190,50,0.0484,160,80,250,0.0179,18.5,0.312,13.5,13.18,21.42,1.29,4.69,NA,0.038674033,3.046808511,31
fv5,2013,FMR1KO,2-day,train,untrained,1,T1,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,T1,FMR1KO_untrained_T1,_fv5,fv5_,NA_,30.74,5.12,4.34,0.4515,24,24.35,0.73,8.96,0.76,40,87,1.58,9.03,70.79,0.1645,0.2336,0.3573,0.2446,0.16,179.1,194.72,101.66,0.0109,0,290,160,0.0508,160,100,270,1.00E-04,19.8,0.2342,15.4,12.09,24.09,0.72,2.59,NA,0.029979466,5.715189873,16
15146A,2015,WT,3-day,train-conflict,trained,2,C1,On,15146B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T4_C1,WT_trained_conflict_T4_C1,_15146A,15146A_,15146B_,13.69,2.28,2.45,0.3438,24,0.53,NA,NA,1.23,26,76,6.47,0.3,1.61,24.033,0.054,0.7556,0.0934,0.0971,0.66,71.37,224.2,117.16,0,220,100,70,0.1208,90,50,110,1.00E-04,19.4,0.428,16.6,16.16,8.91,2.08,14.41,NA,0.046367852,2
15140B,2015,WT,3-day,train-conflict,yoked,2,Retest,On,15140A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,Retest,WT_yoked_conflict_Retest,_15140B,15140B_,15140A_,10.32,1.72,1.74,0.3427,24,0.53,NA,NA,1.54,71,63,51.07,0.73,1.26,133.164,0.333,0.207,0.1815,0.2785,0.16,340.18,159.36,103.01,0.0139,200,30,270,0.0421,290,250,40,0.0309,18,0.2968,15,13.13,19.35,1.09,4.28,NA,0.014294106,47
15143B,2015,WT,3-day,train-conflict,yoked,2,C3,On,15143A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T6_C3,WT_yoked_conflict_T6_C3,_15143B,15143B_,15143A_,11.41,1.9,2.13,0.2938,24,35.93,0.78,1.96,1.48,112,61,96.97,1.93,1.55,220.395,0.4508,0.1008,0.1914,0.257,0.34,338.63,207.34,86.25,0.0117,80,20,300,0.0773,0,280,30,0.0238,8.5,0.4102,18,15.54,19.56,1.73,6.53,0.021708878,0.019903063,88
16-125D,2016,WT,3-day,train-conflict,trained,1,Hab,Off,16-357D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,Hab,WT_trained_conflict_Hab,_16-125D,16-125D_,16-357D_,21.81,3.64,2.99,0.5049,24,1.73,0.06,6.31,1,48,79,9.47,0.27,3.22,92.371,0.2273,0.3671,0.204,0.2015,0.14,76.27,175.55,95.57,0.0166,220,160,30,0.0541,90,10,170,0.0371,15.8,0.3345,13.1,12.29,17.72,1.77,7.01,0.034682081,0.028511088,24
16-116B,2016,FMR1KO,3-day,train-train,yoked,2,T5,On,16-116A,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T5_C2,FMR1KO_yoked_trained_T5_C2,_16-116B,16-116B_,16-116A_,10.38,1.73,2.19,0.2583,24,16.7,0.67,11.02,1.63,75,77,35.13,1.25,8.14,147.568,0.3797,0.1123,0.0857,0.4223,0.45,318.88,136.38,101.09,0.0054,140,350,270,0.0597,320,250,0,0.0047,3.1,0.3504,14.5,14.04,12.7,1.97,8.93,0.04011976,0.035582124,51
16-116B,2016,FMR1KO,3-day,train-train,yoked,3,Retention,Off,16-116A,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,Retention,FMR1KO_yoked_trained_Retention,_16-116B,16-116B_,16-116A_,14.93,2.49,2.47,0.3955,24,13.13,0.28,3.17,1.45,84,55,20.8,0.48,1.59,161.47,0.3984,0.1681,0.2193,0.2142,0.2,5.52,161.06,97.46,0.0099,100,50,300,0.0588,10,300,80,0.0567,3.1,0.357,14.5,12.48,21.52,1.44,4.56,0.021325209,0.023076923,60
16-119D,2016,FMR1KO,3-day,train-conflict,trained,1,Hab,Off,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,Hab,FMR1KO_trained_conflict_Hab,_16-119D,16-119D_,NA_,26.86,4.48,3.64,0.5416,24,12.3,0.73,8.13,0.83,48,72,25.23,1.66,12.09,90.099,0.2254,0.2752,0.2107,0.2887,0.05,135.04,182.45,103.19,0.0155,200,140,340,0.044,120,10,190,0.0063,15.8,0.3288,13.1,11.28,22.84,1.24,3.74,0.059349593,0.065794689,24
bl8,2013,WT,2-day,train,untrained,1,T1,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T1,WT_untrained_T1,_bl8,bl8_,NA_,12.76,2.13,2.17,0.3276,25,16.83,0.35,2.32,1.65,100,69,33.17,0.74,10.39,195.567,0.4919,0.3688,0.0593,0.0801,0.52,32.64,138.93,69.47,0.0037,260,70,0,0.0669,50,350,90,0.0178,19.4,0.2591,13.2,14.49,18.81,0.65,3.48,0.020796197,0.022309316,75
fv5,2013,FMR1KO,2-day,train,untrained,1,Hab,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,Hab,FMR1KO_untrained_Hab,_fv5,fv5_,NA_,25.89,4.32,3.4,0.4479,25,17.52,0.29,2.98,0.96,51,60,0.79,4.31,83.877,0.205,0.252,0.2852,0.2577,0.1,176.87,193.28,102.31,0.015,30,280,140,0.0411,160,40,220,1.00E-04,19.8,0.194,15.4,12.04,25.53,0.71,2.6,NA,0.016552511,5.455696203,26
15147C,2015,WT,3-day,train-train,trained,1,Hab,Off,15147D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,Hab,WT_trained_trained_Hab,_15147C,15147C_,15147D_,21.81,3.64,3.15,0.4407,25,6.87,0.35,20.14,1.03,49,51,24.9,1.68,9.1,88.002,0.218,0.3152,0.2532,0.2136,0.12,109.55,186.18,97.08,0.0165,340,190,50,0.0407,110,10,170,0.0136,18,0.2717,13.2,12.38,23.04,1.09,3.46,0.050946143,0.06746988,24
15140D,2015,WT,3-day,train-train,yoked,1,T1,On,15140C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T1,WT_yoked_trained_T1,_15140D,15140D_,15140C_,18.23,3.04,2.74,0.421,25,21.8,1.02,12.26,1.18,58,81,48.3,1.95,4.42,97.999,0.2556,0.1097,0.2727,0.362,0.21,257.84,188,115.16,0.0093,60,300,170,0.0469,260,180,330,0.0113,19.4,0.222,16.6,13.68,22.74,1.24,4.63,0.046788991,0.040372671,33
15145D,2015,WT,3-day,train-train,yoked,1,T3,On,15145C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T3,WT_yoked_trained_T3,_15145D,15145D_,15145C_,15.37,2.56,2.74,0.345,25,22,0.53,1.69,1.36,69,54,60.47,1.7,2.52,151.999,0.3875,0.4875,0.0797,0.0454,0.57,50.06,145.5,61.78,0.0012,260,100,30,0.0805,70,0,90,1.00E-04,19.4,0.4105,16.6,15.89,10.45,1.68,8.43,0.024090909,0.028113114,44
15145D,2015,WT,3-day,train-train,yoked,2,T4,On,15145C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T4_C1,WT_yoked_trained_T4_C1,_15145D,15145D_,15145C_,9.95,1.66,1.87,0.2797,25,48.1,0.88,2.31,1.85,88,70,73.07,1.37,2.59,180.968,0.4421,0.3298,0.0784,0.1497,0.39,26.04,141.81,78.69,0.0038,220,60,330,0.0551,30,310,70,7.00E-04,19.4,0.2862,15,12.13,22.65,0.74,2.85,0.018295218,0.018749145,63
15146D,2015,WT,3-day,train-train,yoked,1,Hab,Off,15146C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Hab,WT_yoked_trained_Hab,_15146D,15146D_,15146C_,22.67,3.78,3.06,0.4857,25,1.83,0.12,8.98,1.04,51,59,27.1,1.3,9.59,98.338,0.2516,0.2806,0.2741,0.1936,0.1,91.59,177.04,96.46,0.0138,240,190,50,0.044,190,60,240,0.0178,18,0.2585,13.2,11.77,24.09,0.81,2.88,0.06557377,0.04797048,26
15148C,2015,WT,3-day,train-conflict,trained,1,Hab,Off,15148D,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,Hab,WT_trained_conflict_Hab,_15148C,15148C_,15148D_,20.54,3.42,3,0.4104,25,2.73,0.17,5.81,1.07,50,82,14.3,1.01,6.63,97.966,0.2554,0.2866,0.2395,0.2185,0.1,67.22,171.38,97.63,0.0148,240,150,10,0.0387,40,10,180,0.0023,18,0.3001,13.2,12.42,19.2,1.05,3.58,0.062271062,0.070629371,25
15140B,2015,WT,3-day,train-conflict,yoked,1,T1,On,15140A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T1,WT_yoked_conflict_T1,_15140B,15140B_,15140A_,17.31,2.88,2.68,0.3978,25,10.37,0.62,6.71,1.32,96,60,26.9,1.35,2.67,188.835,0.4678,0.2931,0.1228,0.1163,0.44,34.54,143.19,73.92,0.0037,210,50,340,0.0731,10,330,70,0.0179,8.5,0.308,16.6,14.91,16.84,1.91,8.16,0.05978785,0.050185874,71
15148D,2015,WT,3-day,train-conflict,yoked,1,Hab,Off,15148C,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,Hab,WT_yoked_conflict_Hab,_15148D,15148D_,15148C_,21.66,3.61,3.1,0.4637,25,12.5,0.46,10.08,1.1,61,53,26.37,1.16,8.85,126.207,0.3237,0.2894,0.1942,0.1927,0.15,30.01,166.92,96.75,0.0149,270,90,320,0.0438,30,290,90,0.0102,18,0.2719,13.2,12.37,20.16,1.02,3.9,0.0368,0.043989382,36
16-357A,2016,WT,3-day,train-train,yoked,1,Hab,Off,16-124A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,Hab,WT_yoked_trained_Hab,_16-357A,16-357A_,16-124A_,25.14,4.19,3.29,0.5333,25,0.57,NA,NA,0.97,47,71,23.67,1.21,13.46,88.733,0.2272,0.2938,0.223,0.256,0.05,47.88,176.32,102.26,0.0195,150,110,320,0.0404,50,330,150,6.00E-04,15.8,0.3449,13.1,11.44,19.99,1.47,4.96,NA,0.051119561,22
16-124D,2016,WT,3-day,train-conflict,yoked,1,Hab,Off,16-124C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,Hab,WT_yoked_conflict_Hab,_16-124D,16-124D_,16-124C_,26.37,4.4,3.61,0.5477,25,20.27,1.22,14.31,0.93,53,73,34.7,1.93,11.4,108.835,0.2705,0.2871,0.2209,0.2215,0.1,67.65,180.57,98.14,0.0118,210,40,240,0.04,240,210,50,6.00E-04,16.9,0.3353,13.1,11.72,21.07,1.23,4.05,0.060187469,0.055619597,28
16-118B,2016,FMR1KO,3-day,train-train,trained,1,Hab,Off,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Hab,FMR1KO_trained_trained_Hab,_16-118B,16-118B_,NA_,23.57,3.93,3.12,0.5139,25,7.6,0.42,6.34,1.05,60,47,19.8,1.29,5.96,110.769,0.2678,0.1863,0.257,0.2888,0.06,313.38,177.99,106.94,0.0147,100,60,270,0.0404,60,270,100,1.00E-04,16.9,0.281,13.1,11.57,19.57,1.3,4.67,0.055263158,0.065151515,35
16-119B,2016,FMR1KO,3-day,train-train,yoked,1,Hab,Off,16-119A,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,Hab,FMR1KO_yoked_trained_Hab,_16-119B,16-119B_,16-119A_,21.36,3.56,3.09,0.471,25,12.33,0.71,4.32,1.08,48,60,26.23,1.52,5.87,87.033,0.2279,0.2713,0.1936,0.3073,0.03,306.83,187.25,105.97,0.0169,180,20,230,0.0593,240,180,10,0.0155,15.8,0.3878,13.1,11.92,18.64,1.53,5.41,0.057583131,0.057948913,23
bl4,2013,WT,2-day,train,untrained,1,T1,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T1,WT_untrained_T1,_bl4,bl4_,NA_,19.43,3.24,2.79,0.4403,26,15.47,0.61,3.96,1.12,54,44,45.83,1.89,7.48,96.738,0.2496,0.1177,0.3389,0.2937,0.18,242.41,186.7,111.72,0.0092,80,320,190,0.0461,320,180,340,0.0022,19.4,0.262,15,13.9,22.01,1.38,4.96,0.039431157,0.041239363,28
bl18,2013,WT,2-day,train,untrained,1,T1,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T1,WT_untrained_T1,_bl18,bl18_,NA_,18.07,3.01,2.67,0.4073,26,2.13,0.19,7.47,1.33,89,94,29.07,1.18,4.47,165.299,0.4046,0.1784,0.2077,0.2092,0.19,344.36,163.05,102.16,0.014,120,30,270,0.0529,20,290,80,0.0123,3.5,0.2519,16.6,15.74,17.97,1.53,6.56,0.089201878,0.040591675,63
15143D,2015,WT,3-day,train-train,yoked,1,T1,On,15143C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T1,WT_yoked_trained_T1,_15143D,15143D_,15143C_,18.24,3.04,3.07,0.3823,26,2.13,0.13,10.33,1.21,49,71,43.17,1.21,7.37,92.534,0.2426,0.2798,0.1887,0.2889,0.04,45.72,175.55,103.43,0.015,170,130,340,0.0376,120,340,160,2.00E-04,19.4,0.2647,13.2,13.39,19.81,1.31,5.04,0.061032864,0.028028724,23
15145D,2015,WT,3-day,train-train,yoked,1,T1,On,15145C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T1,WT_yoked_trained_T1,_15145D,15145D_,15145C_,20.49,3.42,2.76,0.4711,26,40,1.17,11.82,1.24,60,71,78.53,2.75,7.2,118.369,0.2751,0.2582,0.2366,0.2302,0.05,85.85,180.74,100.93,0.0137,310,130,340,0.0469,90,70,260,0.0034,18,0.2761,13.2,10.78,26.21,0.72,2.43,0.02925,0.035018464,34
15145D,2015,WT,3-day,train-train,yoked,2,T6,On,15145C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T6_C3,WT_yoked_trained_T6_C3,_15145D,15145D_,15145C_,11.28,1.88,2.13,0.291,26,19.53,0.24,0.49,1.71,58,73,28.07,0.41,3.57,117.532,0.3078,0.1832,0.2162,0.2927,0.16,312.09,165.32,108.41,0.0131,90,30,260,0.052,320,260,60,0.0049,19.4,0.2726,3.5,11.86,33.38,0.5,1.81,0.012288786,0.014606341,32
15143B,2015,WT,3-day,train-conflict,yoked,1,T1,On,15143A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T1,WT_yoked_conflict_T1,_15143B,15143B_,15143A_,15.64,2.61,2.72,0.387,26,0.53,NA,NA,1.56,107,64,10.43,0.53,6.85,212.139,0.5451,0.0921,0.0638,0.299,0.51,335.83,121.79,83.65,0.0013,160,10,300,0.0676,0,290,30,2.00E-04,19.4,0.398,16.6,15.99,17.39,3.11,14.39,NA,0.050814957,81
16-123A,2016,WT,3-day,train-train,trained,1,Hab,Off,16-123B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,Hab,WT_trained_trained_Hab,_16-123A,16-123A_,16-123B_,24.56,4.09,3.34,0.3716,26,13.03,0.81,7.11,1.1,60,55,26.3,1.8,12.32,110.066,0.2741,0.2616,0.2694,0.1949,0.03,89.54,182.69,100.95,0.0151,90,60,250,0.048,60,260,90,0.0026,16.9,0.2446,13.1,11.38,21.66,0.92,3.45,0.062164236,0.068441065,34
16-123D,2016,WT,3-day,train-conflict,yoked,2,Retest,On,16-123C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,Retest,WT_yoked_conflict_Retest,_16-123D,16-123D_,16-123C_,13.31,2.22,2.43,0.3257,26,12.8,0.2,1.41,1.51,72,83,23.77,0.38,4.54,140.332,0.3365,0.227,0.1455,0.291,0.21,340.35,163.94,105.85,0.009,130,20,250,0.0443,330,300,100,0.0547,7.5,0.2951,14.5,12.88,21.77,1.53,4.74,0.015625,0.015986538,46
