ID,Year,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,genoYear,APA,genoAPA,TrainSessionCombo,genoAPATrainSessionCombo,genoAPATrainSessionComboInd,pair1,pair2,TotalPathArena.m,SpeedArena.cm.s,SdevSpeedArena.,Linearity.Arena.,NumEntrances,Time1stEntr,Path1stEntr,Speed1stEntr.cm.s.,Dist1stEntr.m.,NumShock,MaxTimeAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50.RngLoBin,Min50.RngHiBin,PolarMaxVal,PolarMaxBin,Max50.RngLoBin,Max50.RngHiBin,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis,Speed1,Speed2,EntrShockDiff
16-123A,2016,WT,3-day,train-train,trained,1,T3,On,16-123B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T3,WT_trained_trained_T3,_16-123A,16-123A_,16-123B_,14.07,2.35,2.73,0.3394,7,90.07,2.08,9.33,0.43,8,154,98.33,2.46,0.49,9.033,0.0227,0.2734,0.4527,0.2512,0.43,173.01,223.39,81.52,5.00E-04,0,200,120,0.0583,130,110,220,0.0094,16.9,0.3801,15.8,14.29,15,3.31,17.42,0.02309315,0.025017797,1
16-124B,2016,WT,3-day,train-train,trained,1,T2,On,16-357B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T2,WT_trained_trained_T2,_16-124B,16-124B_,16-357B_,11.94,1.99,2.66,0.289,7,28.3,0.57,1.71,0.41,7,184,54.8,1.52,1.53,8.299,0.023,0.4161,0.448,0.1128,0.55,146.47,232.5,61.55,2.00E-04,340,170,100,0.0711,140,90,190,0.0084,16.9,0.4103,15.8,14.16,17.48,2.62,11.37,0.020141343,0.027737226,0
16-125A,2016,WT,3-day,train-train,trained,1,T3,On,16-125B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T3,WT_trained_trained_T3,_16-125A,16-125A_,16-125B_,14.58,2.43,2.38,0.4119,7,206.63,5.7,3.29,0.42,16,206,286.03,8.01,3.61,27.566,0.0686,0.2505,0.4794,0.2015,0.45,176.79,235.43,75.14,0.0031,320,230,150,0.0607,190,130,240,0.0322,7.5,0.4174,14.5,13.41,18.58,2.22,8.27,0.027585539,0.028004056,9
16-125A,2016,WT,3-day,train-train,trained,2,Retest,On,16-125B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,Retest,WT_trained_trained_Retest,_16-125A,16-125A_,16-125B_,12.01,2,2.17,0.322,7,224.3,5.49,3.69,0.46,10,224,233.27,5.74,7.87,18.299,0.0461,0.4112,0.4366,0.1061,0.47,140.27,220.59,69,0.0015,340,180,90,0.0597,160,90,200,0.0053,3.1,0.4828,14.5,14.42,10.24,3.42,21.37,0.024476148,0.024606679,3
16-357C,2016,WT,3-day,train-train,trained,1,T1,On,NA,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T1,WT_trained_trained_T1,_16-357C,16-357C_,NA_,13.44,2.24,2.32,0.3341,7,14.13,0.52,7.31,0.44,7,261,18.77,0.83,6.38,7.234,0.0169,0.4871,0.4131,0.0829,0.58,137.78,221.83,61.32,4.00E-04,0,150,90,0.0784,110,80,170,0.0037,16.9,0.3214,14.5,13.14,20.54,1.62,5.54,0.036801132,0.044219499,0
16-126B,2016,WT,3-day,train-train,yoked,1,T1,On,16-126A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T1,WT_yoked_trained_T1,_16-126B,16-126B_,16-126A_,11.11,1.85,1.9,0.3044,7,42.5,0.88,2.08,0.48,25,250,72.67,1.69,28.3,52.768,0.1385,0.1561,0.3578,0.3475,0.36,221.86,217.9,102.96,0.0081,10,270,190,0.0797,230,180,290,0.0149,3.1,0.3765,15.8,13.84,18.12,2.06,7.11,0.020705882,0.023255814,18
16-122C,2016,WT,3-day,train-conflict,trained,2,C1,On,16-122D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,T4_C1,WT_trained_conflict_T4_C1,_16-122C,16-122C_,16-122D_,10.63,1.77,2.63,0.1911,7,5.03,0.04,8.05,0.46,9,217,48.43,1.21,1.53,10.402,0.019,0.2868,0.4642,0.2299,0.43,151.02,139.8,98.79,0.0012,340,190,100,0.0509,160,90,210,0.0184,7.5,0.2877,15.8,13.77,16.17,1.82,8.15,0.007952286,0.024984514,2
16-125C,2016,WT,3-day,train-conflict,trained,1,T2,On,NA,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,T2,WT_trained_conflict_T2,_16-125C,16-125C_,NA_,8.94,1.49,2,0.2329,7,15.1,0.16,1.04,0.51,7,186,58.6,1.04,2.33,6.235,0.016,0.314,0.5847,0.0852,0.57,155.86,234.39,61.87,2.00E-04,0,200,140,0.0759,170,120,210,0.0086,3.1,0.4358,14.5,14.09,14.06,2.39,9.16,0.010596026,0.01774744,0
16-125C,2016,WT,3-day,train-conflict,trained,2,C3,On,NA,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,T6_C3,WT_trained_conflict_T6_C3,_16-125C,16-125C_,NA_,11.27,1.88,2.1,0.3013,7,6.97,0.03,0.97,0.49,12,172,179.43,3.73,2.14,18.366,0.0323,0.1305,0.5177,0.3194,0.53,186.42,128.25,73.65,7.00E-04,0,230,170,0.0814,210,150,240,0.0288,7.5,0.3115,14.5,12.58,19.06,1.83,7.16,0.004304161,0.020788051,5
16-118A,2016,FMR1KO,3-day,train-train,trained,2,T6,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T6_C3,FMR1KO_trained_trained_T6_C3,_16-118A,16-118A_,NA_,7.98,1.33,1.45,0.2528,7,60.63,0.7,0.58,0.68,8,140,201.37,2.32,1.66,10.8,0.0282,0.5604,0.3261,0.0853,0.56,122.88,212.66,61.95,2.00E-04,300,140,70,0.0748,110,50,150,0.0095,15.8,0.2274,14.5,10.26,29.91,0.8,2.47,0.01154544,0.011521081,1
16-120A,2016,FMR1KO,3-day,train-train,trained,2,Retest,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Retest,FMR1KO_trained_trained_Retest,_16-120A,16-120A_,NA_,16.46,2.74,2.99,0.3621,7,19.53,0.95,12.17,0.36,7,177,39.2,2.35,1.43,7.134,0.0175,0.0858,0.398,0.4988,0.58,223.01,241.18,87.43,4.00E-04,0,270,210,0.0807,260,190,280,0.0012,16.9,0.5156,14.5,13.7,14.25,2.66,11.49,0.048643113,0.05994898,0
16-120B,2016,FMR1KO,3-day,train-train,trained,1,T1,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T1,FMR1KO_trained_trained_T1,_16-120B,16-120B_,NA_,9.02,1.5,1.94,0.2404,7,0.5,NA,NA,0.52,8,244,63.93,1.37,3.57,8.198,0.02,0.3772,0.5018,0.1011,0.57,148.76,231.85,59.69,3.00E-04,340,190,120,0.0706,150,100,200,0.0164,7.5,0.371,13.1,13.14,15.06,1.9,9.1,NA,0.021429689,1
16-120B,2016,FMR1KO,3-day,train-train,trained,1,T3,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T3,FMR1KO_trained_trained_T3,_16-120B,16-120B_,NA_,10.43,1.74,2.06,0.2846,7,60.97,1.61,2.21,0.49,7,139,127.7,3.21,7.25,7.166,0.0183,0.3933,0.4964,0.0921,0.54,145.56,227.09,62.25,2.00E-04,330,200,130,0.0627,150,100,210,0.0479,7.5,0.3619,13.1,12.5,20.27,1.87,6.46,0.026406429,0.02513704,0
16-120B,2016,FMR1KO,3-day,train-train,trained,2,Retest,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Retest,FMR1KO_trained_trained_Retest,_16-120B,16-120B_,NA_,10.86,1.81,2.31,0.2705,7,3.27,0.11,10.39,0.47,11,235,128.4,3.05,2.55,19.565,0.0503,0.2353,0.4758,0.2385,0.45,183.23,237.89,74.82,0.0011,320,230,150,0.0742,230,140,250,0.0049,3.1,0.3933,14.5,13.74,11.96,1.94,9.2,0.033639144,0.023753894,4
16-119C,2016,FMR1KO,3-day,train-conflict,trained,3,Retention,Off,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,Retention,FMR1KO_trained_conflict_Retention,_16-119C,16-119C_,NA_,13.55,2.26,2.14,0.3818,7,314.17,7.05,5.61,0.46,12,314,420.13,10.21,6.6,22.398,0.0394,0.0919,0.4112,0.4575,0.52,206.6,131.3,68.38,0.0044,0,260,200,0.0727,250,180,270,0.0338,3.1,0.294,14.5,12.62,18.98,1.61,5.98,0.02244008,0.024302002,5
16-121D,2016,FMR1KO,3-day,train-conflict,trained,1,T3,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T3,FMR1KO_trained_conflict_T3,_16-121D,16-121D_,NA_,11.26,1.88,2.29,0.3044,7,27.13,0.45,1.73,0.48,7,235,62.6,1.31,1.9,5.133,0.0132,0.8172,0.1694,3.00E-04,0.81,106.14,196.67,36.85,0,260,130,100,0.1412,120,80,140,2.00E-04,3.1,0.6841,15.8,15.24,6.32,3.68,25.21,0.016586804,0.020926518,0
bl1,2013,WT,2-day,train,trained,1,T1,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,T1,WT_trained_T1,_bl1,bl1_,NA_,11.96,1.99,2.73,0.3323,8,27.77,1.19,9.02,0.45,8,180,67.4,2.15,1.91,6.633,0.0165,0.2127,0.5037,0.2671,0.5,195.41,248.34,72.05,6.00E-04,0,240,180,0.0802,200,160,250,0.006,3.5,0.4759,16.6,16.74,11.28,4.26,31.51,0.042851999,0.03189911,0
bl11,2013,WT,2-day,train,trained,1,T3,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,T3,WT_trained_T3,_bl11,bl11_,NA_,15.98,2.66,3.18,0.3613,8,0.53,NA,NA,0.43,8,210,211.17,6.41,4.21,7.302,0.018,0.3552,0.529,0.0978,0.49,154.86,223.08,71.48,5.00E-04,0,210,130,0.0665,190,120,230,4.00E-04,3.5,0.5997,18,17.19,8.4,1.76,8.39,NA,0.030354691,0
bl14,2013,WT,2-day,train,untrained,1,T2,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T2,WT_untrained_T2,_bl14,bl14_,NA_,23.22,3.87,4.48,0.3628,8,41.87,0.94,4.25,0.46,21,168,86.57,2.74,1.98,34.734,0.0896,0.3554,0.3264,0.2286,0.28,151.7,198.68,93.08,0.0035,30,200,100,0.0692,140,80,210,0.0067,8.5,0.4433,18,17.16,13.2,3.24,19.1,0.022450442,0.031650687,13
fv4,2013,FMR1KO,2-day,train,trained,1,T1,On,NA,?,?,?,FMR1KO_2013,trained,FMR1KO_trained,T1,FMR1KO_trained_T1,_fv4,fv4_,NA_,16.48,2.75,2.82,0.334,8,1.37,0.09,7.87,0.48,8,218,0.43,2.46,7.17,0.0184,0.1557,0.5047,0.3212,0.55,201.22,258.54,68.07,0.0011,0,250,190,0.0754,200,180,270,0.0032,19.8,0.287,17,14.77,25.8,1.25,3.4,NA,0.065693431,5.720930233,0
15141C,2015,WT,3-day,train-train,trained,1,T1,On,15141D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T1,WT_trained_trained_T1,_15141C,15141C_,15141D_,17.09,2.85,2.53,0.3778,8,1.37,0.04,6.92,0.43,8,249,56.47,1.92,2.87,8.001,0.0201,0.3376,0.4619,0.1804,0.48,163.4,230.64,71.09,2.00E-04,0,190,110,0.0637,110,90,200,0.0306,3.5,0.3311,16.6,14.6,18.78,1.89,7.59,0.02919708,0.034000354,0
15141C,2015,WT,3-day,train-train,trained,3,Retention,Off,15141D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,Retention,WT_trained_trained_Retention,_15141C,15141C_,15141D_,12.29,2.05,2.2,0.2746,8,30.53,0.79,1.91,0.51,21,172,83.57,1.84,1.69,35.798,0.0909,0.2891,0.2836,0.3365,0.3,186.05,226.21,88.1,0.0058,340,270,160,0.0594,230,150,290,0.015,3.5,0.3389,16.6,15.08,16.34,1.78,6.91,0.025876187,0.02201747,13
15146C,2015,WT,3-day,train-train,trained,2,T6,On,15146D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T6_C3,WT_trained_trained_T6_C3,_15146C,15146C_,15146D_,13.91,2.32,2.91,0.2792,8,62.4,1.8,2.17,0.43,8,117,138.3,4.18,1.95,7.833,0.0201,0.6052,0.2847,0.09,0.56,115.5,205.16,63.59,1.00E-04,340,130,70,0.0756,100,60,150,0.001,3.5,0.337,18,16.55,10.13,1.14,7.34,0.028846154,0.03022415,0
15140D,2015,WT,3-day,train-train,yoked,1,T3,On,15140C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T3,WT_yoked_trained_T3,_15140D,15140D_,15140C_,14.14,2.36,2.67,0.3477,8,66.5,2.39,1.22,0.42,22,215,159.07,5.38,19.72,41.531,0.1044,0.2692,0.4637,0.1628,0.35,165.06,212.36,87.05,0.007,0,200,110,0.058,190,100,220,0.028,3.5,0.344,15,13.96,16.37,1.75,7.46,0.03593985,0.033821588,14
15142D,2015,WT,3-day,train-train,yoked,2,T5,On,15142C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T5_C2,WT_yoked_trained_T5_C2,_15142D,15142D_,15142C_,7.38,1.23,1.28,0.2337,8,21.1,0.3,1.34,0.72,39,150,86.47,1.23,1.26,77.899,0.1988,0.365,0.2395,0.1967,0.24,128.7,195.33,90.57,0.0115,310,210,90,0.07,120,40,180,2.00E-04,18,0.3749,13.2,12.13,20.62,1.02,3.46,0.014218009,0.014224587,31
15143D,2015,WT,3-day,train-train,yoked,1,T2,On,15143C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T2,WT_yoked_trained_T2,_15143D,15143D_,15143C_,8.47,1.41,1.76,0.2306,8,82.33,1.96,1.96,0.55,24,123,205.8,4.98,8.46,54.271,0.1405,0.2578,0.3586,0.2432,0.26,163.3,209.62,91.08,0.0107,350,220,110,0.0524,140,90,230,0.0129,3.5,0.419,18,16.03,16.65,2.25,8.76,0.023806632,0.024198251,16
15143A,2015,WT,3-day,train-conflict,trained,3,Retention,Off,15143B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,Retention,WT_trained_conflict_Retention,_15143A,15143A_,15143B_,6.64,1.11,1.43,0.1823,8,44.2,0.92,1.75,0.61,33,130,88.87,1.95,2.17,61.634,0.1122,0.2187,0.4063,0.2628,0.29,159.69,152.3,101.81,0.0074,320,210,100,0.0481,210,100,240,0.0082,18,0.3422,15,14.28,16.35,1.85,7.9,0.02081448,0.021942163,25
16-122A,2016,WT,3-day,train-train,trained,1,T3,On,16-122B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T3,WT_trained_trained_T3,_16-122A,16-122A_,16-122B_,12.66,2.11,2.58,0.302,8,52.53,1.35,1.5,0.49,9,129,145.53,3.41,0.56,11.168,0.0275,0.2007,0.5228,0.249,0.48,185.06,235.58,76,0.0014,350,220,150,0.0631,190,140,240,2.00E-04,16.9,0.256,11.5,11.65,22.6,1.14,4,0.0256996,0.023431595,1
16-126A,2016,WT,3-day,train-train,trained,1,T2,On,16-126B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T2,WT_trained_trained_T2,_16-126A,16-126A_,16-126B_,10.23,1.71,1.87,0.2666,8,15.7,0.14,0.72,0.6,9,146,30.47,0.53,2.87,14.097,0.0348,0.3589,0.4383,0.168,0.43,156.7,230.32,71.54,5.00E-04,340,200,110,0.0611,190,120,240,0.0281,15.8,0.2074,11.5,10.99,25.37,0.93,2.98,0.008917197,0.017394158,1
16-126A,2016,WT,3-day,train-train,trained,3,Retention,Off,16-126B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,Retention,WT_trained_trained_Retention,_16-126A,16-126A_,16-126B_,13.52,2.25,2.1,0.3302,8,110.43,2.67,1.56,0.51,16,215,325.47,8.17,4.56,28.432,0.0713,0.482,0.3401,0.1066,0.44,129.51,215.33,70.94,0.0037,300,150,70,0.0592,110,50,160,0.0275,3.1,0.3222,13.1,12.32,16.7,1.45,5.98,0.024178212,0.02510216,8
16-123B,2016,WT,3-day,train-train,yoked,1,T1,On,16-123A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T1,WT_yoked_trained_T1,_16-123B,16-123B_,16-123A_,8.87,1.48,2.08,0.2129,8,16.67,0.39,2.34,0.56,24,162,47.73,1.19,1.9,48.565,0.121,0.1544,0.5147,0.21,0.38,202.05,226.18,91.5,0.0105,120,240,170,0.091,200,150,250,4.00E-04,16.9,0.6777,15.8,15.06,7.12,4.06,30.71,0.023395321,0.024931909,16
16-122C,2016,WT,3-day,train-conflict,trained,2,Retention,Off,16-122D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,Retention,WT_trained_conflict_Retention,_16-122C,16-122C_,16-122D_,10.69,1.78,2.04,0.2841,8,226.77,5.24,1.48,0.58,28,226,352.17,8.08,12.43,57.97,0.1448,0.328,0.3149,0.2124,0.2,132.07,183.51,94.92,0.0095,240,170,60,0.0483,110,60,200,0.0125,16.9,0.298,13.1,12.56,19.5,1.46,5.94,0.023107113,0.022943465,20
16-124C,2016,WT,3-day,train-conflict,trained,3,Retention,Off,16-124D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,Retention,WT_trained_conflict_Retention,_16-124C,16-124C_,16-124D_,8.94,1.49,2.07,0.2525,8,234.6,5.45,1.9,0.55,25,234,291.63,6.71,5.96,49.832,0.0924,0.1513,0.4226,0.3337,0.29,188.17,151.44,92.9,0.0103,330,250,150,0.0584,190,110,250,0.0291,9.7,0.362,15.8,13.77,19.19,2.35,8.45,0.023231032,0.023008607,17
16-123D,2016,WT,3-day,train-conflict,yoked,2,C2,On,16-123C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T5_C2,WT_yoked_conflict_T5_C2,_16-123D,16-123D_,16-123C_,10.66,1.78,2.35,0.292,8,16.87,0.28,1.9,0.54,23,138,74.77,1.91,2.03,42.368,0.0833,0.2711,0.4129,0.2327,0.29,143.76,151.43,106.22,0.0081,330,180,80,0.0528,170,70,200,0.0055,7.5,0.3857,14.5,14.25,12.47,3.68,23.3,0.01659751,0.025545005,15
16-116A,2016,FMR1KO,3-day,train-train,trained,2,Retest,On,16-116B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Retest,FMR1KO_trained_trained_Retest,_16-116A,16-116A_,16-116B_,9.4,1.57,2.34,0.2031,8,26.97,0.41,5.21,0.53,9,163,85.6,1.63,1.96,10.732,0.0272,0.63,0.3015,0.0413,0.69,118.04,208.49,50.57,1.00E-04,0,140,90,0.0931,120,80,160,0.0023,3.1,0.4124,14.5,14.16,11.07,1.99,9.87,0.015202076,0.019042056,1
16-117A,2016,FMR1KO,3-day,train-train,trained,1,T1,On,16-117B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T1,FMR1KO_trained_trained_T1,_16-117A,16-117A_,16-117B_,10.79,1.8,1.88,0.3181,8,5.17,0.18,7.7,0.61,8,229,28.77,0.7,1.48,8.601,0.0215,0.3209,0.5157,0.1419,0.56,153.56,227.98,64.82,2.00E-04,0,170,110,0.086,160,100,190,0.0198,3.1,0.3257,14.5,13.23,17.54,1.63,5.9,0.034816248,0.0243309,0
16-119A,2016,FMR1KO,3-day,train-train,trained,1,T1,On,16-119B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T1,FMR1KO_trained_trained_T1,_16-119A,16-119A_,16-119B_,8.46,1.41,1.75,0.2618,8,3.9,0.11,8.34,0.68,10,226,22.6,0.74,1.41,12.565,0.0316,0.4263,0.4354,0.1067,0.5,143.47,224.92,65.59,6.00E-04,310,170,90,0.0618,170,80,190,0.0066,15.8,0.2349,11.5,10.93,21.58,0.97,3.41,0.028205128,0.032743363,2
16-121A,2016,FMR1KO,3-day,train-train,yoked,1,T1,On,16-121B,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T1,FMR1KO_yoked_trained_T1,_16-121A,16-121A_,16-121B_,9.11,1.52,1.97,0.2553,8,41,1.02,1.6,0.61,9,148,78.23,1.5,0.58,8.065,0.0208,0.4384,0.45,0.0908,0.55,141.94,226.1,62.89,7.00E-04,340,170,100,0.071,150,80,180,0.0389,9.7,0.3502,14.5,12.34,23.48,1.52,4.38,0.024878049,0.01917423,1
16-117C,2016,FMR1KO,3-day,train-conflict,trained,1,T2,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T2,FMR1KO_trained_conflict_T2,_16-117C,16-117C_,NA_,11.64,1.94,2.32,0.2825,8,11.27,0.27,0.74,0.53,9,195,76.3,1.57,1.97,18.202,0.043,0.5018,0.26,0.1952,0.4,128.26,203.39,80.71,0.0019,350,150,80,0.0827,100,70,170,0.0122,3.1,0.4138,14.5,13.55,15.73,2.2,8.57,0.023957409,0.020576671,1
16-117C,2016,FMR1KO,3-day,train-conflict,trained,2,C1,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T4_C1,FMR1KO_trained_conflict_T4_C1,_16-117C,16-117C_,NA_,10.6,1.77,2.35,0.242,8,18.5,0.14,2.01,0.54,8,239,34.07,0.6,1.59,8.269,0.015,0.22,0.4601,0.3049,0.43,169.45,145.52,95.42,5.00E-04,0,240,160,0.0588,230,140,250,0.0161,9.7,0.4067,14.5,14.12,16.45,3.11,13.75,0.007567568,0.017610801,0
16-117C,2016,FMR1KO,3-day,train-conflict,trained,2,C2,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T5_C2,FMR1KO_trained_conflict_T5_C2,_16-117C,16-117C_,NA_,14.04,2.34,2.85,0.273,8,8.7,0.08,0.99,0.47,8,330,29.07,0.59,1.53,6.333,0.0115,0.2334,0.4432,0.3119,0.38,170.8,139.88,91.32,3.00E-04,0,230,130,0.0548,200,100,230,0.0027,3.1,0.4956,15.8,14.73,10.04,3.35,17.83,0.009195402,0.020295838,0
16-117D,2016,FMR1KO,3-day,train-conflict,trained,2,C2,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T5_C2,FMR1KO_trained_conflict_T5_C2,_16-117D,16-117D_,NA_,12.8,2.13,2.65,0.2813,8,45.33,0.83,1.48,0.49,9,253,58.27,1.23,2.32,8.599,0.0158,0.5056,0.34,0.1386,0.58,116.15,136.16,113.13,2.00E-04,330,130,80,0.0995,100,70,150,2.00E-04,16.9,0.4788,14.5,14.43,10.13,2.84,14.61,0.01831017,0.021108632,1
16-121C,2016,FMR1KO,3-day,train-conflict,trained,1,T2,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T2,FMR1KO_trained_conflict_T2,_16-121C,16-121C_,NA_,8.92,1.49,2.19,0.2223,8,13.1,0.09,0.8,0.57,8,131,30.33,0.5,1.83,7.801,0.021,0.5435,0.4238,0.0117,0.71,125.11,212.79,48.24,2.00E-04,350,150,100,0.0896,130,90,170,0.0089,7.5,0.4652,14.5,14.19,13.24,3.14,14.67,0.006870229,0.016485328,0
fv1,2013,FMR1KO,2-day,train,untrained,1,T3,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,T3,FMR1KO_untrained_T3,_fv1,fv1_,NA_,2.24,0.37,0.31,0.0539,9,23.95,0.36,1.53,1.05,54,70,1.38,1.56,100.888,0.2549,0.2644,0.2305,0.2502,0.02,359.94,177.11,103.91,0.0212,180,90,290,0.0347,340,250,80,7.00E-04,18.5,0.7027,15.4,15.03,5.6,-0.03,5.1,NA,0.015031315,1.130434783,45
15144C,2015,WT,3-day,train-train,trained,1,T1,On,15144D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T1,WT_trained_trained_T1,_15144C,15144C_,15144D_,13.26,2.21,2.38,0.2976,9,2.8,0.08,19.17,0.53,9,128,32.87,1,1.26,8.767,0.0213,0.3202,0.5451,0.1134,0.57,152.28,230.86,62.13,4.00E-04,0,190,130,0.0751,170,110,200,0.017,3.5,0.39,16.6,15.12,15.58,1.68,6.18,0.028571429,0.030422878,0
15145C,2015,WT,3-day,train-train,trained,2,T5,On,15145D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T5_C2,WT_trained_trained_T5_C2,_15145C,15145C_,15145D_,12.85,2.14,2.44,0.3142,9,0.53,NA,NA,0.55,9,224,39.53,1,2.52,7.2,0.0186,0.5915,0.341,0.049,0.61,120.4,213.32,56.32,1.00E-04,330,140,80,0.0756,80,70,160,0.0125,3.5,0.2929,16.6,15.33,18.19,1.41,5.05,NA,0.025297243,0
15147A,2015,WT,3-day,train-conflict,trained,2,C3,On,15147B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T6_C3,WT_trained_conflict_T6_C3,_15147A,15147A_,15147B_,13.31,2.22,2.56,0.3193,9,32.03,0.7,1.82,0.52,9,132,42.6,1.04,2.31,7.869,0.0145,0.5481,0.3482,0.0892,0.66,112.96,141.38,121.49,0,0,120,80,0.1058,110,60,130,3.00E-04,8.5,0.397,18,16.71,7.16,0.64,3.28,0.021854511,0.024413146,0
15148A,2015,WT,3-day,train-conflict,trained,2,C3,On,15148B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T6_C3,WT_trained_conflict_T6_C3,_15148A,15148A_,15148B_,12.01,2,2.45,0.2645,9,54.43,1.42,1.75,0.55,9,177,64.37,1.77,2.1,6,0.0112,0.325,0.4706,0.1932,0.42,136.55,150.85,111.48,1.00E-04,0,160,70,0.0577,80,60,180,0.0019,8.5,0.3588,16.6,16.29,11.55,3.9,30.29,0.026088554,0.027497281,0
15148C,2015,WT,3-day,train-conflict,trained,3,Retention,Off,15148D,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,Retention,WT_trained_conflict_Retention,_15148C,15148C_,15148D_,9.07,1.51,1.77,0.239,9,21.37,1.02,11.06,0.7,37,116,42.67,1.43,12.21,78.035,0.1535,0.1344,0.2837,0.4284,0.21,247.64,174.37,91.4,0.0167,70,310,200,0.0525,250,180,320,0.0484,3.5,0.3116,15,13.87,20.22,1.23,3.97,0.047730463,0.033513007,28
